Tipo de Paralelização;Número de Threads;Tamanho da Entrada;Tempo de Computação Paralela (s);Tempo de I/O (s);Tempo Total (s);Média  da Computação Paralela;in. conf. de Computação Paralela;Alfa;Desvio padrão;Tamanho;;;;;;;;;;;;;;;;
pth;32;1024;0,044205;0,131710;0,175940;;;;;;;;;;;;;;;;;;;;;
pth;32;1024;0,041654;0,136824;0,178493;;;;;;;;;;;;;;;;;;;;;
pth;32;1024;0,041877;0,124273;0,166167;;;;;;;;;;;;;;;;;;;;;
pth;32;1024;0,052194;0,096544;0,148762;;;;;;;;;;;;;;;;;;;;;
\n;;;;;;;;;;;;;;;;;;;;;;;;;;
pth;32;2048;0,147844;0,077900;0,225767;0,0856338;;;;;;;;;;;;;;;;;;;;
pth;32;2048;0,156798;0,081440;0,238260;;;;;;;;;;;;;;;;;;;;;
pth;32;2048;0,153389;0,078254;0,231668;;;;;;;;;;;;;;;;;;;;;
pth;32;2048;0,145019;0,084372;0,229414;;;;;;;;;;;;;;;;;;;;;
pth;32;2048;0,160042;0,082160;0,242227;;;;;;;;;;;;;;;;;;;;;
pth;32;2048;0,143348;0,083124;0,226496;;;;;;;;;;;;;;;;;;;;;
pth;32;2048;0,144430;0,080081;0,224533;;;;;;;;;;;;;;;;;;;;;
pth;32;2048;0,159738;0,082663;0,242424;;;;;;;;;;;;;;;;;;;;;
pth;32;2048;0,160289;0,080381;0,240692;;;;;;;;;;;;;;;;;;;;;
pth;32;2048;0,160478;0,083363;0,243860;;;;;;;;;;;;;;;;;;;;;
\n;;;;;;;;;;;;;;;;;;;;;;;;;;
pth;32;4096;0,557103;2.259.045;2.816.174;0,279978;;;;;;;;;;;;;;;;;;;;
pth;32;4096;0,572486;0,407197;0,979704;;;;;;;;;;;;;;;;;;;;;
pth;32;4096;0,596847;0,356307;0,953172;;;;;;;;;;;;;;;;;;;;;
pth;32;4096;0,552472;0,387405;0,939899;;;;;;;;;;;;;;;;;;;;;
pth;32;4096;0,586315;0,381235;0,967573;;;;;;;;;;;;;;;;;;;;;
pth;32;4096;0,547010;0,379511;0,926545;;;;;;;;;;;;;;;;;;;;;
pth;32;4096;0,518459;2.100.458;2.618.938;;;;;;;;;;;;;;;;;;;;;
pth;32;4096;0,588600;0,370089;0,958713;;;;;;;;;;;;;;;;;;;;;
pth;32;4096;0,555056;0,381960;0,937037;;;;;;;;;;;;;;;;;;;;;
pth;32;4096;0,567404;0,360256;0,927678;;;;;;;;;;;;;;;;;;;;;
\n;;;;;;;;;;;;;;;;;;;;;;;;;;
pth;32;8192;2.146.472;1.150.476;3.296.971;#REF!;;;;;;;;;;;;;;;;;;;;
pth;32;8192;2.082.724;1.496.014;3.578.761;;;;;;;;;;;;;;;;;;;;;
pth;32;8192;2.154.181;1.458.840;3.613.044;;;;;;;;;;;;;;;;;;;;;
pth;32;8192;2.222.109;1.521.545;3.743.676;;;;;;;;;;;;;;;;;;;;;
pth;32;8192;2.165.857;1.501.235;3.667.113;;;;;;;;;;;;;;;;;;;;;
pth;32;8192;2.051.165;2.430.456;4.481.645;;;;;;;;;;;;;;;;;;;;;
pth;32;8192;2.058.439;1.492.798;3.551.261;;;;;;;;;;;;;;;;;;;;;
pth;32;8192;2.097.276;1.452.567;3.549.867;;;;;;;;;;;;;;;;;;;;;
pth;32;8192;2.112.352;2.404.507;4.516.884;;;;;;;;;;;;;;;;;;;;;
pth;32;8192;2.186.170;1.464.754;3.650.942;;;;;;;;;;;;;;;;;;;;;
\n;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
